1	1/SN
씌어졌고,	쓰이/VV + 어/EC + 지/VX + 어/EC + 었/EP + 고/EC + ,/SP
17세기를	17/SN + 세기/NNG + 를/JKO
통해,	통하/VV + 아/EC + ,/SP
그리고	그리고/MAJ
때로는	때로/MAG + 는/JX
자기	자기/NP
자신들에	자신/NNG + 들/XSN + 에/JKB
의해,	의하/VV + 아/EC + ,/SP
개발되고	개발/NNG + 되/XSV + 고/EC
있던	있/VX + 던/ETM
새로운	새롭/VA + ㄴ/ETM
수학,	수학/NNG + ,/SP
대수학	대수학/NNG
및	및/MAJ
해석학의	해석학/NNG + 의/JKG
방법은	방법/NNG + 은/JX
사용하지	사용/NNG + 하/XSV + 지/EC
못했다.	못하/VX + 았/EP + 다/EF + ./SF

이것은	이것/NP + 은/JX
17세기	17/SN + 세기/NNG
역학의	역학/NNG + 의/JKG
논의를	논의/NNG + 를/JKO
계속해서	계속/NNG + 하/XSV + 아서/EC
도형과	도형/NNG + 과/JC
증명에	증명/NNG + 에/JKB
의존하는	의존/NNG + 하/XSV + 는/ETM
복잡한	복잡/XR + 하/XSA + ㄴ/ETM
방법에	방법/NNG + 에/JKB
얽매어	얽매/VV + 어/EC
두었고	두/VV + 었/EP + 고/EC
수식과	수식/NNG + 과/JC
그것의	그것/NP + 의/JKG
연산을	연산/NNG + 을/JKO
통한	통하/VV + ㄴ/ETM
간단히	간단히/MAG
취급을	취급/NNG + 을/JKO
불가능하게	불가능/NNG + 하/XSA + 게/EC
했다.	하/VX + 았/EP + 다/EF + ./SF

이렇게	이렇/VA + 게/EC
기하학의	기하학/NNG + 의/JKG
방법을	방법/NNG + 을/JKO
사용한	사용/NNG + 하/XSV + ㄴ/ETM
것이	것/NNB + 이/JKS
뉴튼	뉴튼/NNP
역학을	역학/NNG + 을/JKO
담은	담/VV + 은/ETM
Principia의	Principia/SL + 의/JKG
극도가	극도/NNG + 가/JKS
난해함을	난해/XR + 하/XSA + ㅁ/ETN + 을/JKO
부분적으로는	부분적/NNG + 으로/JKB + 는/JX
설명해	설명/NNG + 하/XSV + 아/EC
주기도	주/VX + 기/ETN + 도/JX
한다.	하/VX + ㄴ다/EF + ./SF

6	6/SN

주로	주로/MAG
앞에서	앞/NNG + 에서/JKB
본	보/VV + ㄴ/ETM
제약들에	제약/NNG + 들/XSN + 에/JKB
의해	의하/VV + 아/EC
17세기	17/SN + 세기/NNG
역학은	역학/NNG + 은/JX
호이겐스	호이겐스/NNP
이후에도	이후/NNG + 에/JKB + 도/JX
지엽적이고	지엽적/NNG + 이/VCP + 고/EC
세부적인	세부적/NNG + 이/VCP + ㄴ/ETM
문제들에만	문제/NNG + 들/XSN + 에/JKB + 만/JX
약간씩	약간/NNG + 씩/XSN
발전하고	발전/NNG + 하/XSV + 고/EC
있었고	있/VX + 었/EP + 고/EC
라이프니츠의	라이프니츠/NNP + 의/JKG
역학에서	역학/NNG + 에서/JKB
드러나는	드러나/VV + 는/ETM
것처럼	것/NNB + 처럼/JKB
뉴튼	뉴튼/NNP
역학과는	역학/NNG + 과/JKB + 는/JX
전적으로	전적/NNG + 으로/JKB
다른	다르/VA + ㄴ/ETM
방향으로	방향/NNG + 으로/JKB
나가고	나가/VV + 고/EC
있었다.	있/VX + 었/EP + 다/EF + ./SF

이	이/MM
절에서는	절/NNG + 에서/JKB + 는/JX
뉴튼의	뉴튼/NNP + 의/JKG
운동법칙들을	운동/NNG + 법칙/NNG + 들/XSN + 을/JKO
중심으로	중심/NNG + 으로/JKB
해서	하/VV + 아서/EC
그	그/MM
형성의	형성/NNG + 의/JKG
이해에	이해/NNG + 에/JKB
중요한	중요/NNG + 하/XSA + ㄴ/ETM
몇	몇/MM
가지	가지/NNB
중요한	중요/NNG + 하/XSA + ㄴ/ETM
점만을	점/NNB + 만/JX + 을/JKO
지적하려고	지적/NNG + 하/XSV + 려고/EC
한다.	하/VX + ㄴ다/EF + ./SF

뉴튼의	뉴튼/NNP + 의/JKG
제1법칙은	제/XPN + 1/SN + 법칙/NNG + 은/JX
관성(inertia)의	관성/NNG + (/SS + inertia/SL + )/SS + 의/JKG
법칙으로서	법칙/NNG + 으로서/JKB
이미	이미/MAG
갈릴레오를	갈릴레오/NNP + 를/JKO
거쳐서	거치/VV + 어서/EC
데카르트에서	데카르트/NNP + 에서/JKB
확립이	확립/NNG + 이/JKC
된	되/VV + ㄴ/ETM
법칙을	법칙/NNG + 을/JKO
뉴튼이	뉴튼/NNP + 이/JKS
다시	다시/MAG
천명한	천명/NNG + 하/XSV + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

제3법칙은	제/XPN + 3/SN + 법칙/NNG + 은/JX
작용(action)과	작용/NNG + (/SS + action/SL + )/SS + 과/JC
반작용(reaction)의	반작용/NNG + (/SS + reaction/SL + )/SS + 의/JKG
원리로서	원리/NNG + 로서/JKB
뉴튼이	뉴튼/NNP + 이/JKS
처음	처음/NNG
제시한	제시/NNG + 하/XSV + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

그렇다면	그렇/VA + 다면/EC
뉴튼의	뉴튼/NNP + 의/JKG
세	세/MM
법칙	법칙/NNG
중	중/NNB
가장	가장/MAG
독창적인	독창적/NNGN + 이/VCP + ㄴ/ETM
것은	것/NNB + 은/JX
제2법칙이었다.	제/XPN + 2/SN + 법칙/NNG + 이/VCP + 었/EP + 다/EF + ./SF

이를	이/NP + 를/JKO
엄격히	엄격히/MAG
해석하면	해석/NNG + 하/XSV + 면/EC
뉴튼의	뉴튼/NNP + 의/JKG
말은	말/NNG + 은/JX
<물리공식*>에	</SS + 물리/NNG + 공식/NNG + */SW + >/SS + 에/JKB
해당되며	해당/NNG + 되/XSV + 며/EC
오늘날	오늘날/NNG
우리가	우리/NP + 가/JKS
받아들이는	받아들이/VV + 는/ETM
F="ma"	F/SL + =/SW + ma/SL
또는	또는/MAG
F="d/dt(mv)와는"	F/SL + =/SW + d/SL + //SP + dt/SL + (/SS + mv/SL + )/SS + 와/JKB + 는/JX
다르다.	다르/VA + 다/EF + ./SF

물론	물론/MAG
그는	그/NP + 는/JX
나중에	나중/NNG + 에/JKB
가서	가/VV + 아서/EC
충돌이	충돌/NNG + 이/JKS
순간적으로	순간적/NNG + 으로/JKB
일어나는	일어나/VV + 는/ETM
것이	것/NNB + 이/JKC
아니라	아니/VCN + 라/EC
얼마	얼마/NNG
만큼의	만큼/NNB + 의/JKG
시간을	시간/NNG + 을/JKO
소요하며	소요/NNG + 하/XSV + 며/EC
이	이/MM
시간	시간/NNG
<수식*>가	</SS + 수식/NNG + */SW + >/SS + 가/JKS
0에	0/SN + 에/JKB
접근하면	접근/NNG + 하/XSV + 면/EC
<물리공식*>가	</SS + 물리/NNG + 공식/NNG + */SW + >/SS + 가/JKS
F="ma에"	F/SL + =/SW + ma/SL + 에/JKB
접근함을	접근/NNG + 하/XSV + ㅁ/ETN + 을/JKO
주장했지만	주장/NNG + 하/XSV + 았/EP + 지만/EC
처음에는	처음/NNG + 에/JKB + 는/JX
충돌에서	충돌/NNG + 에서/JKB
나타나는	나타나/VV + 는/ETM
것과	것/NNB + 과/JKB
같은	같/VA + 은/ETM
순간적인	순간적/NNG + 이/VCP + ㄴ/ETM
힘의	힘/NNG + 의/JKG
개념을	개념/NNG + 을/JKO
지니고	지니/VV + 고/EC
있었던	있/VX + 었/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

그렇다면	그렇/VA + 다면/EC
근대역학의	근대/NNG + 역학/NNG + 의/JKG
형성에	형성/NNG + 에/JKB
있어서의	있/VV + 어서/EC + 의/JKG
뉴튼의	뉴튼/NNP + 의/JKG
정말로	정말로/MAG
훌륭한	훌륭/XR + 하/XSA + ㄴ/ETM
기여는	기여/NNG + 는/JX
이같은	이/NP + 같/VA + 은/ETM
순간적인	순간적/NNG + 이/VCP + ㄴ/ETM
힘의	힘/NNG + 의/JKG
개념에	개념/NNG + 에/JKB
바탕했던	바탕/NNG + 하/XSV + 았/EP + 던/ETM
운동법칙을	운동/NNG + 법칙/NNG + 을/JKO
통해	통하/VV + 아/EC
만유인력처럼	만유인력/NNG + 처럼/JKB
계속적으로	계속적/NNG + 으로/JKB
작용하는	작용/NNG + 하/XSV + 는/ETM
힘의	힘/NNG + 의/JKG
효과를	효과/NNG + 를/JKO
취급해	취급/NNG + 하/XSV + 아/EC
줄	주/VX + ㄹ/ETM
수	수/NNB
있었던	있/VV + 었/EP + 던/ETM
데	데/NNB
있는	있/VV + 는/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

즉	즉/MAG
제2법칙에서	제/XPN + 2/SN + 법칙/NNG + 에서/JKB
힘이	힘/NNG + 이/JKS
없으면	없/VA + 으면/EC
<물리공식*>가	</SS + 물리/NNG + 공식/NNG + */SW + >/SS + 가/JKS
0이	0/SN + 이/JKC
될	되/VV + ㄹ/ETM
것이고,	것/NNB + 이/VCP + 고/EC + ,/SP
따라서	따라서/MAJ
속도가	속도/NNG + 가/JKS
변화하지	변화/NNG + 하/XSV + 지/EC
않는	않/VX + 는/ETM
관성운동을	관성/NNG + 운동/NNG + 을/JKO
할	하/VV + ㄹ/ETM
것이기	것/NNB + 이/VCP + 기/ETN
때문이다.	때문/NNB + 이/VCP + 다/EF + ./SF

그러나	그러나/MAJ
뉴튼이	뉴튼/NNP + 이/JKS
제1법칙을	제/XPN + 1/SN + 법칙/NNG + 을/JKO
따러	따/VV + 러/EC
제시한	제시/NNG + 하/XSV + ㄴ/ETM
데에는	데/NNB + 에/JKB + 는/JX
그럴	그렇/VA + ㄹ/ETM
만한	만/NNB + 하/XSA + ㄴ/ETM
이유가	이유/NNG + 가/JKS
있었고	있/VV + 었/EP + 고/EC
이	이/NP
또한	또한/MAG
그의	그/NP + 의/JKG
힘의	힘/NNG + 의/JKG
개념이	개념/NNG + 이/JKS
우리의	우리/NP + 의/JKG
그것과	그것/NP + 과/JKB
다른	다르/VA + ㄴ/ETM
점을	점/NNB + 을/JKO
보여준다.	보이/VV + 어/EC + 주/VX + ㄴ다/EF + ./SF

뉴튼에게는	뉴튼/NNP + 에게/JKB + 는/JX
힘이란	힘/NNG + 이란/JX
실재하는	실재/NNG + 하/XSV + 는/ETM
물리적	물리적/NNG
양이었고,	양/NNG + 이/VCP + 었/EP + 고/EC + ,/SP
우리처럼	우리/NP + 처럼/JKB
단순히	단순히/MAG
운동의	운동/NNG + 의/JKG
가속의	가속/NNG + 의/JKG
효과	효과/NNG
ma를	ma/SL + 를/JKO
힘이라고	힘/NNG + 이라고/JKQ
부르는	부르/VV + 는/ETM
것이	것/NNB + 이/JKC
아니었다.	아니/VCN + 었/EP + 다/EF + ./SF

Principia의	Principia/SL + 의/JKG
제1권에서	제/XPN + 1/SN + 권/NNB + 에서/JKB
이처럼	이/NP + 처럼/JKB
힘과	힘/NNG + 과/JC
운동의	운동/NNG + 의/JKG
변화와의	변화/NNG + 와/JKB + 의/JKG
일반적	일반적/NNG
관계를	관계/NNG + 를/JKO
다룬	다루/VV + ㄴ/ETM
후	후/NNG
제3권에서	제/XPN + 3/SN + 권/NNB + 에서/JKB
그는	그/NP + 는/JX
이	이/MM
세상의	세상/NNG + 의/JKG
모든	모든/MM
물체들	물체/NNG + 들/XSN
사이에	사이/NNG + 에/JKB
그	그/MM
사이의	사이/NNG + 의/JKG
거리의	거리/NNG + 의/JKG
제곱에	제곱/NNG + 에/JKB
반비례하는	반비례/NNG + 하/XSV + 는/ETM
인력이	인력/NNG + 이/JKS
있음을	있/VV + 음/ETN + 을/JKO
가정하고	가정/NNG + 하/XSV + 고/EC
이	이/MM
만유인력에	만유인력/NNG + 에/JKB
바탕하고	바탕/NNG + 하/XSV + 고/EC
위의	위/NNG + 의/JKG
운동법칙들을	운동/NNG + 법칙/NNG + 들/XSN + 을/JKO
사용해서	사용/NNG + 하/XSV + 아서/EC
행성계의	행성계/NNG + 의/JKG
운동을	운동/NNG + 을/JKO
기술하는	기술/NNG + 하/XSV + 는/ETM
케플러의	케플러/NNP + 의/JKG
세	세/MM
법칙을	법칙/NNG + 을/JKO
유도해내었다.	유도/NNG + 하/XSV + 아/EC + 내/VX + 었/EP + 다/EF + ./SF

뉴튼	뉴튼/NNP
의해	의하/VV + 아/EC
고전역학이	고전/NNG + 역학/NNG + 이/JKS
형성되게	형성/NNG + 되/XSV + 게/EC
된	되/VV + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

제7장	제/XPN + 7/SN + 장/NNG
생리학의	생리학/NNG + 의/JKG
혁명	혁명/NNG
:	:/SP
하아비와	하아비/NNP + 와/JC
피의	피/NNG + 의/JKG
순환이론	순환/NNG + 이론/NNG

1	1/SN

그리고	그리고/MAJ
이같은	이/NP + 같/VA + 은/ETM
생리학의	생리학/NNG + 의/JKG
혁명은	혁명/NNG + 은/JX
과학혁명기의	과학/NNG + 혁명기/NNG + 의/JKG
과학	과학/NNG
내용상의	내용상/NNG + 의/JKG
혁명의	혁명/NNG + 의/JKG
다른	다른/MM
예들로	예/NNG + 들/XSN + 로/JKB
우리가	우리/NP + 가/JKS
이미	이미/MAG
살펴본	살펴보/VV + ㄴ/ETM
분야들의	분야/NNG + 들/XSN + 의/JKG
혁명,	혁명/NNG + ,/SP
즉	즉/MAG
천문학이나	천문학/NNG + 이나/JC
역학의	역학/NNG + 의/JKG
혁명에	혁명/NNG + 에/JKB
비해	비/NNG + 하/XSV + 아/EC
그	그/MM
내용이나	내용/NNG + 이나/JC
영향면에서	영향/NNG + 면/NNG + 에서/JKB
훨씬	훨씬/MAG
소규모의	소규모/NNG + 의/JKG
혁명이었다.	혁명/NNG + 이/VCP + 었/EP + 다/EF + ./SF

천문학과	천문학/NNG + 과/JC
역학에	역학/NNG + 에/JKB
있어서는	있/VV + 어서/EC + 는/JX
그	그/MM
분야의	분야/NNG + 의/JKG
내용,	내용/NNG + ,/SP
근본이	근본/NNG + 이/JKC
되는	되/VV + 는/ETM
개념들과	개념/NNG + 들/XSN + 과/JC
문제들까지를	문제/NNG + 들/XSN + 까지/JX + 를/JKO
포함한	포함/NNG + 하/XSV + ㄴ/ETM
모든	모든/MM
면에서	면/NNG + 에서/JKB
아리스토텔레스의	아리스토텔레스/NNP + 의/JKG
체계로부터	체계/NNG + 로부터/JKB
완전히	완전히/MAG
탈피한	탈피/NNG + 하/XSV + ㄴ/ETM
데	데/NNB
반해서	반하/VV + 아서/EC
생리학에	생리학/NNG + 에/JKB
있어서는	있/VV + 어서/EC + 는/JX
그렇지	그렇/VA + 지/EC
못했던	못하/VX + 았/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

더구나	더구나/MAG
생물학	생물학/NNG
분야	분야/NNG
전체에	전체/NNG + 에/JKB
대해서	대하/VV + 아서/EC
볼	보/VV + ㄹ/ETM
때는	때/NNG + 는/JX
생리학의	생리학/NNG + 의/JKG
혁명이	혁명/NNG + 이/JKS
크게	크/VA + 게/EC
영향을	영향/NNG + 을/JKO
미치지는	미치/VV + 지/EC + 는/JX
못했고	못하/VX + 았/EP + 고/EC
이	이/MM
점은	점/NNB + 은/JX
천문학과	천문학/NNG + 과/JC
역학에서의	역학/NNG + 에서/JKB + 의/JKG
혁명이	혁명/NNG + 이/JKS
물리과학	물리/NNG + 과학/NNG
전체의	전체/NNG + 의/JKG
커다란	커다랗/VA + ㄴ/ETM
변혁을	변혁/NNG + 을/JKO
일으킨	일으키/VV + ㄴ/ETM
것과	것/NNB + 과/JKB
크게	크/VA + 게/EC
대조가	대조/NNG + 가/JKC
된다.	되/VV + ㄴ다/EF + ./SF

과학혁명기를	과학/NNG + 혁명기/NNG + 를/JKO
통해서	통하/VV + 아서/EC
활발해진	활발/XR + 하/XSA + 아/EC + 지/VX + ㄴ/ETM
해부학과	해부학/NNG + 과/JC
분류학의	분류학/NNG + 의/JKG
활동들에	활동/NNG + 들/XSN + 에/JKB
의해	의하/VV + 아/EC
많은	많/VA + 은/ETM
생물학적	생물학적/NNG
지식이	지식/NNG + 이/JKS
쌓이고	쌓이/VV + 고/EC
정리되었으며,	정리/NNG + 되/XSV + 었/EP + 으며/EC + ,/SP
이런	이런/MM
일은	일/NNG + 은/JX
1624년	1624/SN + 년/NNB
현미경의	현미경/NNG + 의/JKG
발전이	발전/NNG + 이/JKS
있은	있/VV + 은/ETM
후로는	후/NNG + 로/JKB + 는/JX
더욱	더욱/MAG
더해	더/MAG + 하/XSV + 아/EC
갔다.	가/VX + 았/EP + 다/EF + ./SF

그러나	그러나/MAJ
이같은	이/NP + 같/VA + 은/ETM
많은	많/VA + 은/ETM
지식의	지식/NNG + 의/JKG
축적과	축적/NNG + 과/JC
정리는	정리/NNG + 는/JX
여전히	여전히/MAG
아리스토텔레스의	아리스토텔레스/NNP + 의/JKG
테두리	테두리/NNG
속에서	속/NNG + 에서/JKB
수행되었다.	수행/NNG + 되/XSV + 었/EP + 다/EF + ./SF

생물학이	생물학/NNG + 이/JKS
아리스토텔레스	아리스토텔레스/NNP
체계로부터	체계/NNG + 로부터/JKB
탈피하는	탈피/NNG + 하/XSV + 는/ETM
일은	일/NNG + 은/JX
19세기와	19/SN + 세기/NNG + 와/JC
20세기에	20/SN + 세기/NNG + 에/JKB
들어서서	들어서/VV + 어서/EC
진화론과	진화론/NNG + 과/JC
유전학이	유전학/NNG + 이/JKS
확립이	확립/NNG + 이/JKC
되면서야	되/VV + 면서/EC + 야/JX
가능해졌던	가능/NNG + 하/XSA + 아/EC + 지/VX + 었/EP + 던/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

그러나	그러나/MAJ
생리학의	생리학/NNG + 의/JKG
혁명은	혁명/NNG + 은/JX
시기적으로	시기적/NNG + 으로/JKB
천문학,	천문학/NNG + ,/SP
역학의	역학/NNG + 의/JKG
혁명과	혁명/NNG + 과/JKB
같은	같/VA + 은/ETM
시기,	시기/NNG + ,/SP
즉	즉/MAG
과학혁명의	과학/NNG + 혁명/NNG + 의/JKG
시기에	시기/NNG + 에/JKB
일어났고,	일어나/VV + 았/EP + 고/EC + ,/SP
그	그/MM
이전에	이전/NNG + 에/JKB
받아들여져	받아들이/VV + 어/EC + 지/VX + 어/EC
오던	오/VX + 던/ETM
바와	바/NNB + 와/JC
새로	새로/MAG
밝혀낸	밝혀내/VV + ㄴ/ETM
바와의	바/NNB + 와/JKB + 의/JKG
내용상의	내용상/NNG + 의/JKG
대조가	대조/NNG + 가/JKS
확연하기	확연/XR + 하/XSA + 기/ETN
때문에	때문/NNB + 에/JKB
흔히	흔히/MAG
위의	위/NNG + 의/JKG
두	두/MM
혁명과	혁명/NNG + 과/JKB
나란히	나란히/MAG
취급되어	취급/NNG + 되/XSV + 어/EC
왔다.	오/VX + 았/EP + 다/EF + ./SF

물론	물론/MAG
과학혁명기	과학/NNG + 혁명기/NNG
동안에	동안/NNG + 에/JKB
내용상으로	내용상/NNG + 으로/JKB
혁명적인	혁명적/NNG + 이/VCP + ㄴ/ETM
변화가	변화/NNG + 가/JKS
있었던	있/VV + 었/EP + 던/ETM
분야가	분야/NNG + 가/JKS
천문학,	천문학/NNG + ,/SP
역학,	역학/NNG + ,/SP
생리학의	생리학/NNG + 의/JKG
세	세/MM
분야뿐이었던	분야/NNG + 뿐/NNB + 이/VCP + 었/EP + 던/ETM
것은	것/NNB + 은/JX
아니어서	아니/VCN + 어서/EC
광학과	광학/NNG + 과/JC
기학(pneumatics)	기학/NNG + (/SS + pneumatics/SL + 
및	및/MAJ
수학에	수학/NNG + 에/JKB
있어서의	있/VV + 어서/EC + 의/JKG
변화도	변화/NNG + 도/JX
역시	역시/MAG
특기할만하다.	특기/NNG + 하/XSV + ㄹ/ETM + 만/NNB + 하/VX + 다/EF + ./SF

그러나	그러나/MAJ
내용상의	내용상/NNG + 의/JKG
혁명에	혁명/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
이	이/MM
책에서의	책/NNG + 에서/JKB + 의/JKG
논의는	논의/NNG + 는/JX
위의	위/NNG + 의/JKG
세	세/MM
분야로서	분야/NNG + 로서/JKB
마치기로	마치/VV + 기/ETN + 로/JKB
한다.	하/VV + ㄴ다/EF + ./SF

2	2/SN

먼저	먼저/MAG
생리학의	생리학/NNG + 의/JKG
혁명에	혁명/NNG + 에/JKB
의해	의하/VV + 아/EC
대체된	대체/NNG + 되/XSV + ㄴ/ETM
갈레노스의	갈레노스/NNP + 의/JKG
인체이론체계를	인체/NNG + 이론/NNG + 체계/NNG + 를/JKO
살펴보자.	살펴보/VV + 자/EF + ./SF

소화에	소화/NNG + 에/JKB
의해	의하/VV + 아/EC
음식이	음식/NNG + 이/JKS
영양분으로	영양분/NNG + 으로/JKB
몸에	몸/NNG + 에/JKB
섭취되며,	섭취/NNG + 되/XSV + 며/EC + ,/SP
호흡에	호흡/NNG + 에/JKB
의해	의하/VV + 아/EC
인체가	인체/NNG + 가/JKS
생명력과	생명력/NNG + 과/JC
열과	열/NNG + 과/JC
기운을	기운/NNG + 을/JKO
얻게	얻/VV + 게/EC
되고,	되/VV + 고/EC + ,/SP
신경에	신경/NNG + 에/JKB
의해	의하/VV + 아/EC
인간의	인간/NNG + 의/JKG
두뇌	두뇌/NNG
및	및/MAJ
정신활동이	정신/NNG + 활동/NNG + 이/JKS
가능한	가능/NNG + 하/XSA + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

인체의	인체/NNG + 의/JKG
구조와	구조/NNG + 와/JC
작용에	작용/NNG + 에/JKB
관한	관하/VV + ㄴ/ETM
갈레노스의	갈레노스/NNP + 의/JKG
설명은	설명/NNG + 은/JX
이	이/MM
세	세/MM
가지	가지/NNB
영의	영/NNG + 의/JKG
생성과	생성/NNG + 과/JC
전달	전달/NNG
및	및/MAJ
작용을	작용/NNG + 을/JKO
포함하는	포함/NNG + 하/XSV + 는/ETM
세	세/MM
개의	개/NNB + 의/JKG
체계로	체계/NNG + 로/JKB
짜여져	짜이/VV + 어/EC + 지/VX + 어/EC
있다.	있/VX + 다/EF + ./SF

이처럼	이/NP + 처럼/JKB
각각의	각각/NNG + 의/JKG
체계는	체계/NNG + 는/JX
세	세/MM
가지	가지/NNB
영이	영/NNG + 이/JKS
생성되는	생성/NNG + 되/XSV + 는/ETM
곳에서만	곳/NNG + 에서/JKB + 만/JX
연결되어	연결/NNG + 되/XSV + 어/EC
있을	있/VX + 을/ETM
뿐,	뿐/NNB + ,/SP
모두	모두/MAG
시작과	시작/NNG + 과/JC
끝이	끝/NNG + 이/JKS
있고	있/VV + 고/EC
서로	서로/MAG
다른	다른/MM
영에	영/NNG + 에/JKB
의해	의하/VV + 아/EC
채워져	채우/VV + 어/EC + 지/VX + 어/EC
있으며	있/VX + 으며/EC
그	그/MM
기능이	기능/NNG + 이/JKS
전혀	전혀/MAG
다른	다르/VA + ㄴ/ETM
완전히	완전히/MAG
분리된	분리/NNG + 되/XSV + ㄴ/ETM
체계이다.	체계/NNG + 이/VCP + 다/EF + ./SF

이	이/MM
영들을	영/NNG + 들/XSN + 을/JKO
전달하는	전달/NNG + 하/XSV + 는/ETM
정맥,	정맥/NNG + ,/SP
동맥,	동맥/NNG + ,/SP
신경도	신경/NNG + 도/JX
완전히	완전히/MAG
서로	서로/MAG
다른	다르/VA + ㄴ/ETM
분리된	분리/NNG + 되/XSV + ㄴ/ETM
조직인	조직/NNG + 이/VCP + ㄴ/ETM
것이다.	것/NNB + 이/VCP + 다/EF + ./SF

갈레노스의	갈레노스/NNP + 의/JKG
인체이론에서는	인체/NNG + 이론/NNG + 에서/JKB + 는/JX
이같은	이/NP + 같/VA + 은/ETM
기본구조	기본/NNG + 구조/NNG
외에	외/NNB + 에/JKB
나중	나중/NNG
하아비의	하아비/NNP + 의/JKG
변혁을	변혁/NNG + 을/JKO
다루는	다루/VV + 는/ETM
데	데/NNB
문제가	문제/NNG + 가/JKC
될	되/VV + ㄹ/ETM
두	두/MM
가지	가지/NNB
세부적	세부적/NNG
사실을	사실/NNG + 을/JKO
지적할	지적/NNG + 하/XSV + ㄹ/ETM
필요가	필요/NNG + 가/JKS
있다.	있/VV + 다/EF + ./SF

첫째는	첫째/NR + 는/JX
심장	심장/NNG
속에서의	속/NNG + 에서/JKB + 의/JKG
피의	피/NNG + 의/JKG
움직임에	움직임/NNG + 에/JKB
대한	대하/VV + ㄴ/ETM
것으로서	것/NNB + 으로서/JKB
갈레노스	갈레노스/NNP
이론은	이론/NNG + 은/JX
피가	피/NNG + 가/JKS
